2018-02-05 13:09:50,796 [6] INFO  - MVC - Application_Start_Done, 
2018-02-05 13:12:10,903 [13] INFO  - WCF - Helper.GetButtons for role 'Creator', appName='Feedbacks', formName='Feedback Form', 
2018-02-05 13:12:10,903 [10] INFO  - WCF - Called Helper GetFormData, 
2018-02-05 13:12:10,904 [12] INFO  - WCF - Helper GetFormData Condition passed for appname=Feedbacks, formNameFeedback Form, User Id=22, 
2018-02-05 13:12:10,903 [15] INFO  - MVC - Start Feedback form and ID = 0, 
2018-02-05 13:12:14,469 [15] INFO  - WCF - Called Helper.GetEnableSectionNames {"Feedback Detail Section":true}, 
2018-02-05 13:12:14,469 [7] INFO  - WCF - called Helper.GetFormData, 
2018-02-05 13:12:14,469 [12] INFO  - WCF - Helper.GetButtons for role 'Creator', appName='Feedbacks', formName='Feedback Form', status='', other params={}, 
2018-02-05 13:12:15,707 [12] INFO  - MVC - Begin Ajax Request http://localhost:5179/__browserLink/requestData/593bb8c6faf44824b8b1cb92b68115a5?version=2, 
2018-02-05 13:12:21,362 [10] INFO  - MVC - Begin Ajax Request http://localhost:5179/Feedbacks/GetAllItems?q=84000, 
2018-02-05 13:12:26,816 [13] INFO  - MVC - Begin Ajax Request http://localhost:5179/Feedbacks/GetAllItems?q=840000, 
2018-02-05 13:12:47,173 [10] INFO  - MVC - Begin Ajax Request http://localhost:5179/Feedbacks/GetAllItems?q=84000, 
2018-02-05 13:12:49,174 [13] INFO  - MVC - Begin Ajax Request http://localhost:5179/Feedbacks/GetSKUInfo?itemCode=840000&_=1517816534713, 
2018-02-05 13:14:08,372 [7] INFO  - MVC - Begin Ajax Request http://localhost:5179/Master/UploadFile?qqfile=SampleVideo_1280x720_1mb.mp4, 
2018-02-05 13:14:14,288 [12] INFO  - MVC - Begin Ajax Request http://localhost:5179/Master/RemoveUploadFileForm Data: ["Id"], 
2018-02-05 13:14:26,995 [8] INFO  - MVC - Begin Ajax Request http://localhost:5179/Master/UploadFile?qqfile=SampleVideo_1280x720_1mb.flv, 
2018-02-05 13:26:02,275 [33] INFO  - MVC - Begin Request http://localhost:5179/, 
2018-02-05 13:26:03,524 [32] INFO  - WCF - Called Helper.IsGroupMember true, 
2018-02-05 13:26:03,533 [32] INFO  - MVC - Start Feedback form and ID = 0, 
2018-02-05 13:26:03,524 [35] INFO  - WCF - Called Helper GetFormData, 
2018-02-05 13:26:03,524 [33] INFO  - WCF - Helper GetFormData Condition passed for appname=Feedbacks, formNameFeedback Form, User Id=22, 
2018-02-05 13:26:03,525 [34] INFO  - WCF - Helper.GetButtons for role 'Creator', appName='Feedbacks', formName='Feedback Form', 
2018-02-05 13:26:08,462 [32] INFO  - WCF - Called Helper.GetEnableSectionNames {"Feedback Detail Section":true}, 
2018-02-05 13:26:08,475 [31] INFO  - WCF - called Helper.GetFormData, 
2018-02-05 13:26:08,475 [35] INFO  - WCF - Helper.GetButtons for role 'Creator', appName='Feedbacks', formName='Feedback Form', status='', other params={}, 
2018-02-05 13:26:10,290 [33] INFO  - MVC - Begin Ajax Request http://localhost:5179/__browserLink/requestData/8bb1009a80db46699afebedc83454807?version=2, 
2018-02-05 13:36:57,283 [54] INFO  - MVC - Begin Ajax Request http://localhost:5179/Master/UploadFile?qqfile=SampleVideo_1280x720_1mb.mp4, 
2018-02-05 13:43:58,382 [72] INFO  - MVC - Begin Request http://localhost:5179/, 
2018-02-05 13:44:00,058 [76] INFO  - WCF - Helper GetFormData Condition passed for appname=Feedbacks, formNameFeedback Form, User Id=22, 
2018-02-05 13:44:00,081 [76] INFO  - MVC - Start Feedback form and ID = 0, 
2018-02-05 13:44:00,058 [75] INFO  - WCF - Called Helper GetFormData, 
2018-02-05 13:44:00,058 [72] INFO  - WCF - Helper.GetButtons for role 'Creator', appName='Feedbacks', formName='Feedback Form', 
2018-02-05 13:44:00,058 [71] INFO  - WCF - Called Helper.IsGroupMember true, 
2018-02-05 13:44:04,588 [76] INFO  - WCF - Called Helper.GetEnableSectionNames {"Feedback Detail Section":true}, 
2018-02-05 13:44:04,588 [71] INFO  - WCF - called Helper.GetFormData, 
2018-02-05 13:44:04,589 [75] INFO  - WCF - Helper.GetButtons for role 'Creator', appName='Feedbacks', formName='Feedback Form', status='', other params={}, 
2018-02-05 13:44:05,073 [75] INFO  - MVC - Begin Ajax Request http://localhost:5179/__browserLink/requestData/3cbb8b9c0ed64ddaa8c694ef32eee73b?version=2, 
2018-02-05 13:44:54,855 [73] INFO  - MVC - Begin Ajax Request http://localhost:5179/Master/UploadFile?qqfile=SampleVideo_1280x720_1mb.mp4, 
2018-02-05 13:45:11,493 [79] INFO  - MVC - Begin Ajax Request http://localhost:5179/Master/RemoveUploadFileForm Data: ["Id"], 
2018-02-05 13:45:27,111 [79] INFO  - MVC - Begin Ajax Request http://localhost:5179/Master/UploadFile?qqfile=SampleVideo_1280x720_1mb.mp4, 
2018-02-05 13:45:38,953 [78] INFO  - MVC - Begin Ajax Request http://localhost:5179/Master/RemoveUploadFileForm Data: ["Id"], 
2018-02-05 13:45:48,193 [79] INFO  - MVC - Begin Ajax Request http://localhost:5179/Master/UploadFile?qqfile=SampleVideo_1280x720_1mb.mp4, 
2018-02-05 13:46:03,894 [80] INFO  - MVC - Begin Ajax Request http://localhost:5179/Master/UploadFile?qqfile=SampleVideo_1280x720_5mb.mp4, 
2018-02-05 14:41:38,330 [107] INFO  - MVC - Begin Request http://localhost:5179/, 
2018-02-05 14:41:42,736 [109] INFO  - WCF - Helper GetFormData Condition passed for appname=Feedbacks, formNameFeedback Form, User Id=22, 
2018-02-05 14:41:42,753 [109] INFO  - MVC - Start Feedback form and ID = 0, 
2018-02-05 14:41:42,765 [109] INFO  - WCF - Helper.GetButtons for role 'Creator', appName='Feedbacks', formName='Feedback Form', 
2018-02-05 14:41:42,736 [108] INFO  - WCF - Called Helper.IsGroupMember true, 
2018-02-05 14:41:42,736 [107] INFO  - WCF - Called Helper GetFormData, 
2018-02-05 14:41:45,966 [108] INFO  - WCF - Called Helper.GetEnableSectionNames {"Feedback Detail Section":true}, 
2018-02-05 14:41:46,003 [108] INFO  - WCF - Helper.GetButtons for role 'Creator', appName='Feedbacks', formName='Feedback Form', status='', other params={}, 
2018-02-05 14:41:46,005 [107] INFO  - WCF - called Helper.GetFormData, 
2018-02-05 14:41:46,532 [108] INFO  - MVC - Begin Ajax Request http://localhost:5179/__browserLink/requestData/7e0e6641e5c24eac8cac96a1528c4e4f?version=2, 
2018-02-05 14:45:51,167 [112] INFO  - MVC - Begin Ajax Request http://localhost:5179/Master/UploadFile?qqfile=SampleVideo_1280x720_1mb.mp4, 
2018-02-05 14:46:30,636 [111] INFO  - MVC - Begin Ajax Request http://localhost:5179/Master/UploadFile?qqfile=SampleVideo_1280x720_2mb.mp4, 
2018-02-05 14:47:18,452 [74] INFO  - MVC - Begin Ajax Request http://localhost:5179/Master/UploadFile?qqfile=SampleVideo_1280x720_10mb.mp4, 
2018-02-05 15:05:46,544 [138] INFO  - MVC - Begin Ajax Request http://localhost:5179/Feedbacks/GetAllItems?q=84, 
2018-02-05 15:05:47,137 [139] INFO  - MVC - Begin Ajax Request http://localhost:5179/Feedbacks/GetAllItems?q=84000, 
2018-02-05 15:05:47,697 [139] INFO  - MVC - Begin Ajax Request http://localhost:5179/Feedbacks/GetAllItems?q=840000, 
2018-02-05 15:05:48,561 [137] INFO  - MVC - Begin Ajax Request http://localhost:5179/Feedbacks/GetSKUInfo?itemCode=840000&_=1517821906116, 
2018-02-05 15:06:16,179 [138] INFO  - MVC - Begin Ajax Request http://localhost:5179/Feedbacks/SaveFeedbacksDetailSection?Length=9Form Data: ["ListDetails[0].ItemId","ListDetails[0].ListName","SectionName","ActionStatus","Status","ApproversList[0].ApplicationName","ApproversList[0].ApprovalDate","ApproversList[0].ApproveBy","ApproversList[0].Approver","ApproversList[0].ApproverName","ApproversList[0].AssignDate","ApproversList[0].Comments","ApproversList[0].Days","ApproversList[0].Division","ApproversList[0].DueDate","ApproversList[0].FillByRole","ApproversList[0].FormName","ApproversList[0].HiddenSection","ApproversList[0].ID","ApproversList[0].IsAutoApproval","ApproversList[0].IsEscalate","ApproversList[0].IsReminder","ApproversList[0].Levels","ApproversList[0].RequestID","ApproversList[0].Role","ApproversList[0].SectionName","ApproversList[0].Status","ApproversList[0].SubDivision","ApproversList[0].Title","ApproversList[0].IsOptional","ApproversList[1].ApplicationName","ApproversList[1].ApprovalDate","ApproversList[1].ApproveBy","ApproversList[1].Approver","ApproversList[1].ApproverName","ApproversList[1].AssignDate","ApproversList[1].Comments","ApproversList[1].Days","ApproversList[1].Division","ApproversList[1].DueDate","ApproversList[1].FillByRole","ApproversList[1].FormName","ApproversList[1].HiddenSection","ApproversList[1].ID","ApproversList[1].IsAutoApproval","ApproversList[1].IsEscalate","ApproversList[1].IsReminder","ApproversList[1].Levels","ApproversList[1].RequestID","ApproversList[1].Role","ApproversList[1].SectionName","ApproversList[1].Status","ApproversList[1].SubDivision","ApproversList[1].Title","ApproversList[1].IsOptional","CurrentApprover.ApplicationName","CurrentApprover.ApprovalDate","CurrentApprover.ApproveBy","CurrentApprover.Approver","CurrentApprover.AssignDate","CurrentApprover.Comments","CurrentApprover.Days","CurrentApprover.Division","CurrentApprover.DueDate","CurrentApprover.FillByRole","CurrentApprover.FormName","CurrentApprover.HiddenSection","CurrentApprover.ID","CurrentApprover.IsAutoApproval","CurrentApprover.IsEscalate","CurrentApprover.IsReminder","CurrentApprover.Levels","CurrentApprover.RequestID","CurrentApprover.Role","CurrentApprover.SectionName","CurrentApprover.Status","CurrentApprover.SubDivision","CurrentApprover.Title","CurrentApprover.IsOptional","RequestDate","ProposedBy","ProposedByName","FeedbackNo","WorkflowStatus","ItemCode","ItemDescription","BusinessUnits","ProductType","SupplierCode","Branch","FeedbackTitle","ProductSerial","DefectDescription","FileNameList","CCActingUser","CCActingUserName","ButtonCaption","X-Requested-With"], 
2018-02-05 15:06:16,336 [140] INFO  - WCF - helper.SaveData, Dictionary`2={"UserID":"22","ActionPer":" Save As Draft|SaveAsDraft","ActivityLog":"FeedbacksActivityLog","ApplicationName":"Feedbacks","FormName":"Feedback Form","IsNewItem":"True"}
2018-02-05 15:06:16,430 [138] INFO  - WCF - Saving Actual Section Properties, 
2018-02-05 15:06:16,444 [139] INFO  - WCF - Helper.GetFieldUserValueFromPerson, String="22"
2018-02-05 15:06:16,464 [140] INFO  - WCF - Helper.GetFieldUserValueFromPerson, String="23"
2018-02-05 15:06:18,089 [139] INFO  - WCF - Helper.GenerateReferenceNo, String="Feedback Form-1-163"
2018-02-05 15:06:18,089 [140] INFO  - WCF - Actual Section Properties Saved, Int32=163
2018-02-05 15:06:18,089 [135] INFO  - WCF - context.ExecuteQuery() Save Main List Item., 
2018-02-05 15:06:18,116 [139] INFO  - WCF - Saving Local Approver Matrix 'FeedbacksApprovalMatrix' 
List=null, 
2018-02-05 15:06:18,116 [140] INFO  - WCF - Reference Number Generated 'Feedback Form-1-163', 
2018-02-05 15:06:18,131 [135] INFO  - WCF - Started form level assignment, 
2018-02-05 15:06:18,135 [135] INFO  - WCF - Set Viewer  Approver ID='24' and RequestId='163', 
2018-02-05 15:06:18,139 [135] INFO  - WCF - Set Viewer  Approver ID='22,23' and RequestId='163', 
2018-02-05 15:06:18,144 [135] INFO  - WCF - Set Viewer  Approver ID='23' and RequestId='163', 
2018-02-05 15:06:18,148 [135] INFO  - WCF - Set Viewer  Approver ID='' and RequestId='163', 
2018-02-05 15:06:18,152 [135] INFO  - WCF - Set Viewer  Approver ID='22' and RequestId='163', 
2018-02-05 15:06:18,156 [135] INFO  - WCF - Helper.GetFieldUserValueFromPerson, String="24"
2018-02-05 15:06:18,131 [140] INFO  - WCF - Tasks approvers Saved if any, 
2018-02-05 15:06:18,131 [139] INFO  - WCF - Tasks Saved if any, 
2018-02-05 15:06:18,169 [139] INFO  - WCF - Helper.GetFieldUserValueFromPerson, String="22"
2018-02-05 15:06:18,173 [139] INFO  - WCF - Helper.GetFieldUserValueFromPerson, String="23"
2018-02-05 15:06:18,177 [139] INFO  - WCF - Helper.GetFieldUserValueFromPerson, String="22"
2018-02-05 15:06:18,160 [135] INFO  - WCF - Helper.GetFieldUserValueFromPerson, String="23"
2018-02-05 15:06:18,165 [140] INFO  - WCF - Calling approversDataFromList.UpdateStatusofApprovalMatrix => currlevel=0, previousLevel=-1, param={"UserID":"22","ActionPer":" Save As Draft|SaveAsDraft","ActivityLog":"FeedbacksActivityLog","ApplicationName":"Feedbacks","FormName":"Feedback Form","IsNewItem":"True"}, actionperformed=SaveAsDraft, list=[{"ID":0,"Title":"Feedback Detail Section","ApplicationName":"Feedbacks","FormName":"Feedback Form","SectionName":"Feedback Detail Section","HiddenSection":"","Levels":"0","Role":"Creator","Days":7.0,"IsAutoApproval":false,"FillByRole":"Creator","Division":"","SubDivision":null,"Approver":"22","ApproverName":null,"Status":"Not Assigned","Comments":null,"AssignDate":null,"DueDate":null,"ApprovalDate":null,"IsEscalate":false,"IsReminder":true,"RequestID":163,"ApproveBy":null,"ApproveByName":null,"IsOptional":false,"FormType":"Main","Files":null,"FileNameList":null,"ReasonForChange":null,"ReasonForDelay":null},{"ID":0,"Title":"CC Acting User Section","ApplicationName":"Feedbacks","FormName":"Feedback Form","SectionName":"CC Acting User Section","HiddenSection":"","Levels":"1","Role":"CC Acting User","Days":7.0,"IsAutoApproval":false,"FillByRole":"Creator","Division":"","SubDivision":null,"Approver":"23","ApproverName":"DCR DCN Management Sytem User 2","Status":"Not Assigned","Comments":null,"AssignDate":null,"DueDate":null,"ApprovalDate":null,"IsEscalate":true,"IsReminder":true,"RequestID":163,"ApproveBy":null,"ApproveByName":null,"IsOptional":false,"FormType":"Main","Files":null,"FileNameList":null,"ReasonForChange":null,"ReasonForDelay":null},{"ID":0,"Title":"Qaulity User Section","ApplicationName":"Feedbacks","FormName":"Feedback Form","SectionName":"Qaulity User Section","HiddenSection":"","Levels":"3","Role":"Quality User","Days":7.0,"IsAutoApproval":false,"FillByRole":"CC Quality Incharge User","Division":"","SubDivision":null,"Approver":"","ApproverName":null,"Status":"Not Assigned","Comments":null,"AssignDate":null,"DueDate":null,"ApprovalDate":null,"IsEscalate":true,"IsReminder":true,"RequestID":163,"ApproveBy":null,"ApproveByName":null,"IsOptional":false,"FormType":"Main","Files":null,"FileNameList":null,"ReasonForChange":null,"ReasonForDelay":null},{"ID":0,"Title":"Feedback Viewer","ApplicationName":"Feedbacks","FormName":"Feedback Form","SectionName":"","HiddenSection":"","Levels":"-2","Role":"Viewer","Days":0.0,"IsAutoApproval":false,"FillByRole":"Creator","Division":"","SubDivision":null,"Approver":"22,23","ApproverName":null,"Status":"Not Assigned","Comments":null,"AssignDate":null,"DueDate":null,"ApprovalDate":null,"IsEscalate":false,"IsReminder":false,"RequestID":163,"ApproveBy":null,"ApproveByName":null,"IsOptional":false,"FormType":"Main","Files":null,"FileNameList":null,"ReasonForChange":null,"ReasonForDelay":null},{"ID":0,"Title":"CC Quality Incharge","ApplicationName":"Feedbacks","FormName":"Feedback Form","SectionName":"CC Quality Incharge Section","HiddenSection":"","Levels":"2","Role":"CC Quality Incharge User","Days":7.0,"IsAutoApproval":false,"FillByRole":"CC Acting User","Division":"","SubDivision":null,"Approver":"24","ApproverName":"Training Management Sytem User 1","Status":"Not Assigned","Comments":null,"AssignDate":null,"DueDate":null,"ApprovalDate":null,"IsEscalate":true,"IsReminder":true,"RequestID":163,"ApproveBy":null,"ApproveByName":null,"IsOptional":false,"FormType":"Main","Files":null,"FileNameList":null,"ReasonForChange":null,"ReasonForDelay":null}], 
2018-02-05 15:06:18,190 [140] INFO  - WCF - -2==0 && Not Assigned==Not Assigned, 
2018-02-05 15:06:18,194 [140] INFO  - WCF - 1==0 && Not Assigned==Not Assigned, 
2018-02-05 15:06:18,198 [140] INFO  - WCF - condition true for => {"ID":0,"Title":"Feedback Detail Section","ApplicationName":"Feedbacks","FormName":"Feedback Form","SectionName":"Feedback Detail Section","HiddenSection":"","Levels":"0","Role":"Creator","Days":7.0,"IsAutoApproval":false,"FillByRole":"Creator","Division":"","SubDivision":null,"Approver":"22","ApproverName":null,"Status":"Not Assigned","Comments":null,"AssignDate":null,"DueDate":null,"ApprovalDate":null,"IsEscalate":false,"IsReminder":true,"RequestID":163,"ApproveBy":null,"ApproveByName":null,"IsOptional":false,"FormType":"Main","Files":null,"FileNameList":null,"ReasonForChange":null,"ReasonForDelay":null}, 
2018-02-05 15:06:18,202 [140] INFO  - WCF - 0==0 && Not Assigned==Not Assigned, 
2018-02-05 15:06:18,206 [140] INFO  - WCF - Save as draft condition => any approver=True, 
2018-02-05 15:06:18,182 [139] INFO  - WCF - 2==0 && Not Assigned==Not Assigned, 
2018-02-05 15:06:18,186 [135] INFO  - WCF - 3==0 && Not Assigned==Not Assigned, 
2018-02-05 15:06:18,217 [135] INFO  - WCF - End of form level assignment, 
2018-02-05 15:06:18,221 [135] INFO  - WCF - called approversDataFromList.UpdateStatusofApprovalMatrix => currlevel=0, previousLevel=-1, param={"UserID":"22","ActionPer":" Save As Draft|SaveAsDraft","ActivityLog":"FeedbacksActivityLog","ApplicationName":"Feedbacks","FormName":"Feedback Form","IsNewItem":"True"}, actionperformed=SaveAsDraft, list=[{"ID":0,"Title":"Feedback Detail Section","ApplicationName":"Feedbacks","FormName":"Feedback Form","SectionName":"Feedback Detail Section","HiddenSection":"","Levels":"0","Role":"Creator","Days":7.0,"IsAutoApproval":false,"FillByRole":"Creator","Division":"","SubDivision":null,"Approver":"22","ApproverName":null,"Status":"Pending","Comments":null,"AssignDate":"2018-02-05T15:06:18.0733849+05:30","DueDate":"2018-02-14T15:06:18.0723849+05:30","ApprovalDate":null,"IsEscalate":false,"IsReminder":true,"RequestID":163,"ApproveBy":null,"ApproveByName":null,"IsOptional":false,"FormType":"Main","Files":null,"FileNameList":null,"ReasonForChange":null,"ReasonForDelay":null},{"ID":0,"Title":"CC Acting User Section","ApplicationName":"Feedbacks","FormName":"Feedback Form","SectionName":"CC Acting User Section","HiddenSection":"","Levels":"1","Role":"CC Acting User","Days":7.0,"IsAutoApproval":false,"FillByRole":"Creator","Division":"","SubDivision":null,"Approver":"23","ApproverName":"DCR DCN Management Sytem User 2","Status":"Not Assigned","Comments":null,"AssignDate":null,"DueDate":null,"ApprovalDate":null,"IsEscalate":true,"IsReminder":true,"RequestID":163,"ApproveBy":null,"ApproveByName":null,"IsOptional":false,"FormType":"Main","Files":null,"FileNameList":null,"ReasonForChange":null,"ReasonForDelay":null},{"ID":0,"Title":"Qaulity User Section","ApplicationName":"Feedbacks","FormName":"Feedback Form","SectionName":"Qaulity User Section","HiddenSection":"","Levels":"3","Role":"Quality User","Days":7.0,"IsAutoApproval":false,"FillByRole":"CC Quality Incharge User","Division":"","SubDivision":null,"Approver":"","ApproverName":null,"Status":"Not Assigned","Comments":null,"AssignDate":null,"DueDate":null,"ApprovalDate":null,"IsEscalate":true,"IsReminder":true,"RequestID":163,"ApproveBy":null,"ApproveByName":null,"IsOptional":false,"FormType":"Main","Files":null,"FileNameList":null,"ReasonForChange":null,"ReasonForDelay":null},{"ID":0,"Title":"Feedback Viewer","ApplicationName":"Feedbacks","FormName":"Feedback Form","SectionName":"","HiddenSection":"","Levels":"-2","Role":"Viewer","Days":0.0,"IsAutoApproval":false,"FillByRole":"Creator","Division":"","SubDivision":null,"Approver":"22,23","ApproverName":null,"Status":"Not Assigned","Comments":null,"AssignDate":null,"DueDate":null,"ApprovalDate":null,"IsEscalate":false,"IsReminder":false,"RequestID":163,"ApproveBy":null,"ApproveByName":null,"IsOptional":false,"FormType":"Main","Files":null,"FileNameList":null,"ReasonForChange":null,"ReasonForDelay":null},{"ID":0,"Title":"CC Quality Incharge","ApplicationName":"Feedbacks","FormName":"Feedback Form","SectionName":"CC Quality Incharge Section","HiddenSection":"","Levels":"2","Role":"CC Quality Incharge User","Days":7.0,"IsAutoApproval":false,"FillByRole":"CC Acting User","Division":"","SubDivision":null,"Approver":"24","ApproverName":"Training Management Sytem User 1","Status":"Not Assigned","Comments":null,"AssignDate":null,"DueDate":null,"ApprovalDate":null,"IsEscalate":true,"IsReminder":true,"RequestID":163,"ApproveBy":null,"ApproveByName":null,"IsOptional":false,"FormType":"Main","Files":null,"FileNameList":null,"ReasonForChange":null,"ReasonForDelay":null}], 
2018-02-05 15:06:18,214 [139] INFO  - WCF - Helper.GetFieldUserValueFromPerson, String="22"
2018-02-05 15:06:18,228 [135] INFO  - WCF - Helper.SaveFormFields in list 'Feedbacks' id='163' with values = {"ReferenceNo":"Feedback Form-1-163","Creator":[{"TypeId":"{c956ab54-16bd-4c18-89d2-996f57282a6f}","LookupId":22,"LookupValue":null}],"CCActingUser":[{"TypeId":"{c956ab54-16bd-4c18-89d2-996f57282a6f}","LookupId":23,"LookupValue":null}],"Viewer":[{"TypeId":"{c956ab54-16bd-4c18-89d2-996f57282a6f}","LookupId":22,"LookupValue":null},{"TypeId":"{c956ab54-16bd-4c18-89d2-996f57282a6f}","LookupId":23,"LookupValue":null}],"CCQualityInchargeUser":[{"TypeId":"{c956ab54-16bd-4c18-89d2-996f57282a6f}","LookupId":24,"LookupValue":null}],"Status":"Draft","NextApprover":[{"TypeId":"{c956ab54-16bd-4c18-89d2-996f57282a6f}","LookupId":22,"LookupValue":null}],"WorkflowStatus":"Draft"}, 
2018-02-05 15:06:18,210 [140] INFO  - WCF - Case Action Performed 'SaveAsDraft', 
2018-02-05 15:06:20,240 [137] ERROR - Error While Save Fields FieldName:CCActingUser, MessageObject must implement IConvertible., StackTrace   at System.Convert.ChangeType(Object value, Type conversionType, IFormatProvider provider)
   at System.Convert.ChangeType(Object value, Type conversionType)
   at BEL.DataAccessLayer.BELDataAccessLayer.<>c__DisplayClassaf.<SaveDataInList>b__80(Object obj) in d:\BEL Workflow\06.Source Code\02.Development\BEL.FeedbackWorkflow\BEL.DataAccessLayer\Common\BELDataAccessLayer.cs:line 1742
2018-02-05 15:06:20,371 [135] INFO  - WCF - Helper.SaveAttachment FileName:SampleVideo_1280x720_10mb.mp4, FileSize:feb75cd5-1efa-4126-ac55-288eecfd5eb7.mp4, Status:New, 
2018-02-05 15:06:20,375 [135] INFO  - WCF - Save Form Field Name='WorkflowStatus'='Draft', 
2018-02-05 15:06:20,379 [135] INFO  - WCF - Save Form Field Name='Status'='Draft', 
2018-02-05 15:06:20,371 [140] INFO  - WCF - Helper.SaveAttachment FileName:SampleVideo_1280x720_2mb.mp4, FileSize:809fecdf-d641-455e-816b-b30cf3ea8266.mp4, Status:New, 
2018-02-05 15:06:20,371 [139] INFO  - WCF - Helper.SaveAttachment FileName:SampleVideo_1280x720_1mb.mp4, FileSize:819e0561-4827-4ffe-a1ea-fb1a4c4828de.mp4, Status:New, 
2018-02-05 15:09:20,813 [137] ERROR - Error While SaveData - List Name:,List ItemID:0 Message:The operation has timed out, StackTrace:    at System.Net.HttpWebRequest.GetResponse()
   at Microsoft.SharePoint.Client.SPWebRequestExecutor.Execute()
   at Microsoft.SharePoint.Client.ClientRequest.ExecuteQueryToServer(ChunkStringBuilder sb)
   at Microsoft.SharePoint.Client.ClientRequest.ExecuteQuery()
   at Microsoft.SharePoint.Client.ClientRuntimeContext.ExecuteQuery()
